task,rank,raw_scaling_exponent,useful_scaling_exponent,marginal_scaling_gain,test_mse,high_low_ratio,bound_proxy,useful_score,plateau_rank,plateau_flag
dense,15,0.7191985132044951,0.2853846153846154,1e-05,0.530251287625227,0.2989985526612452,0.5229326337419746,0.530251287625227,4,1
dense,16,0.7376028434560651,0.2853846153846154,1e-05,0.5282508182631912,0.27656847982207533,0.52479980116738,0.5282508182631912,4,1
dense,17,0.754572049184187,0.2853846153846154,1e-05,0.5213720250696082,0.25534258006942856,0.5265398447556385,0.5213720250696082,4,1
dense,18,0.7703958855427746,0.2853846153846154,1e-05,0.5221951050749476,0.23532572917780917,0.5281860841629239,0.5221951050749476,4,1
dense,19,0.7852957994348153,0.2853846153846154,1e-05,0.5315622695522684,0.21650881469639371,0.5297616659973743,0.5315622695522684,4,1
dense,20,0.7994425131506876,0.2853846153846154,1e-05,0.5379496319820789,0.19887151797590452,0.5312830070296988,0.5379496319820789,4,1
dense,21,0.8129688761721623,0.2853846153846154,1e-05,0.5345287548159525,0.18238464596456258,0.5327619779356838,0.5345287548159525,4,1
dense,22,0.8259792522299525,0.2853846153846154,1e-05,0.5287494891068029,0.1670120961750758,0.5342073174947416,0.5287494891068029,4,1
dense,23,0.8385564004411791,0.2853846153846154,1e-05,0.5310733119063041,0.15271251618926146,0.5356255667052516,0.5310733119063041,4,1
dense,24,0.8507665499482095,0.2853846153846154,1e-05,0.5398710146484823,0.13944070504467873,0.5370216974463091,0.5398710146484823,4,1
dense,25,0.8626631699581014,0.2853846153846154,1e-05,0.5442635981945779,0.12714879432021578,0.5383995431202244,0.5442635981945779,4,1
dense,26,0.8742897932158389,0.2853846153846154,1e-05,0.5401002602466208,0.11578723992906194,0.5397620986107096,0.5401002602466208,4,1
dense,27,0.885682148299378,0.2853846153846154,1e-05,0.5356506545572304,0.10530565056220786,0.5411117325165667,0.5356506545572304,4,1
dense,28,0.8968697835165355,0.2853846153846154,1e-05,0.539258400541292,0.09565347482834612,0.5424503395408218,0.539258400541292,4,1
dense,29,0.9078773139215688,0.2853846153846154,1e-05,0.5473622110542364,0.08678056604909129,0.5437794514267649,0.5473622110542364,4,1
dense,30,0.9187253867053724,0.2853846153846154,1e-05,0.5500581049340986,0.07863764116054225,0.5451003187638618,0.5500581049340986,4,1
dense,31,0.9294314344477391,0.2853846153846154,1e-05,0.5455642077467001,0.07117664808951576,0.5464139720438682,0.5455642077467001,4,1
dense,32,0.9400102673079962,0.2853846153846154,1e-05,0.5424907929010706,0.06435105421064675,0.5477212677470735,0.5424907929010706,4,1
dense,33,0.9504745419857593,0.2853846153846154,1e-05,0.5470933401998165,0.05811606697643126,0.5490229234985508,0.5470933401998165,4,1
dense,34,0.9608351356885705,0.2853846153846154,1e-05,0.5543578902157519,0.05242879649501648,0.5503195451538307,0.5543578902157519,4,1
dense,35,0.9711014463412146,0.2853846153846154,1e-05,0.5556014084456481,0.04724836867338003,0.551611647862035,0.5556014084456481,4,1
dense,36,0.9812816351239932,0.2853846153846154,1e-05,0.5510932528400339,0.04253599651960501,0.5528996725898742,0.5510932528400339,4,1
dense,37,0.9913828236151989,0.2853846153846154,1e-05,0.54937209781489,0.0382550162871684,0.5541839991923313,0.54937209781489,4,1
dense,38,1.0014112549695429,0.2853846153846154,1e-05,0.5546805367531403,0.03437089433117741,0.5554649568327933,0.5546805367531403,4,1
dense,39,1.0113724264282307,0.2853846153846154,1e-05,0.5609912561390871,0.03085120981928885,0.5567428323517152,0.5609912561390871,4,1
dense,40,1.0212711988406924,0.2853846153846154,1e-05,0.561016090242693,0.02766561778897664,0.5580178770349106,0.561016090242693,4,1
dense,41,1.0311118876476866,0.2853846153846154,1e-05,0.5567503619019288,0.024785796459903035,0.5592903121239816,0.5567503619019288,4,1
dense,42,1.0408983388326425,0.2853846153846154,1e-05,0.5563130332099264,0.02218538218866989,0.5605603333310532,0.5563130332099264,4,1
dense,43,1.0506339926209671,0.2853846153846154,1e-05,0.5620544808612927,0.01983989498735332,0.5618281145599955,0.5620544808612927,4,1
dense,44,1.0603219371429338,0.2853846153846154,1e-05,0.5673373512534325,0.017726657111832165,0.563093810991187,0.5673373512534325,4,1
dense,45,1.0699649538355192,0.2853846153846154,1e-05,0.5663755144287266,0.015824706856411946,0.5643575616526535,0.5663755144287266,4,1
dense,46,1.0795655560131192,0.2853846153846154,1e-05,0.5625598820311819,0.014114709363463814,0.5656194915742838,0.5625598820311819,4,1
dense,47,1.0891260217644911,0.2853846153846154,1e-05,0.5633036656309076,0.012578865966934276,0.5668797136017235,0.5633036656309076,4,1
dense,48,1.0986484221171138,0.2853846153846154,1e-05,0.5692271451765443,0.01120082333313821,0.568138329930993,0.5692271451765443,4,1
dense,49,1.1081346452378507,0.2853846153846154,1e-05,0.5734494732384716,0.00996558343799123,0.5693954334127462,0.5734494732384716,4,1
dense,50,1.117586417300798,0.2853846153846154,1e-05,0.5717313116116297,0.008859415223777974,0.5706511086655971,0.5717313116116297,4,1
